Barcode,Product Name,Brand,Category,Ingredients,Allergens,Cross-Contaminants,Calories (kcal),Proteins (g),Fat (g),Carbohydrates (g),Available In,Labels,Nutrition Grade
8901491503020,masala,Lay's,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Flavoured potato crisps","Potato, Edible Vegetable Oil (Palmolein Oil, Rice Bran Oil), &quot;Spices & Condiments (Onion Powder, Chili Powder, Dried Mango Powder, Coriander Seed Powder, Ginger Powder, Garlic Powder, Black Pepper Powder, Spices Extract, Turmeric Powder), lodised Salt, Black Salt, Tomato Powder, Citric Acid (330). Sugar, CONTAINS ADDED FLAVOUR (NATURAL & NATURE IDENTICAL",,,539,6.9,33.1,53.4,en:india,,e
8901262178198,Epic Choco Almond with Beligian Chocolate,Amul,Chocolate ice cream bars,"Inner Layer-Chocolate Ice Cream (67%): Milk solids, sugar, dextrose, cocoa solids, cocoa butter, emulsifiers (471, 491, 322), stabilizers (412, 407); Outer Layer-Choco Layer Coating (33%): Sugar, coconut oil, cocoa solids, cocoa butter, milk solids, almond (2.5%), emulsifier (322). Allergen Information: Contains milk, nuts.",,,205,2.3,15.7,14.4,en:india,"en:vegetarian, en:green-dot-india",e
8904011508093,Semolina Roasted Rava,Double Horse,Roasted Semolinas,Wheat,en:gluten,,370,9,2,79,en:india,"en:vegetarian, en:green-dot-india",b
7622201150242,Dairy milk chocolate fruit and nut,Cadbury,en:chocolates,No ingredients available,,,522,8.5,28.6,59,en:india,,unknown
8901063343276,Multi Grain Bread,Britannia,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Multigrain sliced breads","WHEAT PRODUCTS (54%) [WHEAT FLOUR (ATTA), WHEAT BRAN&BROKEN WHEAT], OIL SEEDS-5% (LINSEED, SESAME, SUNFLOWER AND WATER-MELON) YEAST, RAGI FLOUR (2%), ROLLED OATS (2%), VITAL GLUTEN, SUGAR, SOYA FLAKES (1.2%), IODISED SALT, REFINED PALMOLEIN OIL, PRESERVATIVE (282), EMULSIFIERS [472e, 471, 481 (1)], ACIDITY REGULATOR (260) AND FLOUR TREATMENT AGENT (510). (Numbers in brackets as per International Numbering System) CONTAINS WHEAT GLUTEN, CATS AND SOYA.",,,252,9.6,4.3,47,en:india,,c
8904422700826,Honey,Patanjali,Honeys,Blend of Honeydew Honey & Blossom Honey,,,320,0,0,80,en:india,,d
8901764132919,Fanta Apple Delite,Fanta,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based beverages,Carbonated drinks,Fruit-based beverages,Sodas,Fruit sodas,Apple soft drinks","CARBONATED WATER, SUGAR, APPLE JUICE (10.5%)(RECONSTITUTED FROM APPLE JUICE CONCENTRATE), ACIDITY REGULATOR (296), STABILIZER (452) PRESERVATIVES (202, 211), COLOUR (150d), APPLE FLAVOUR (NATURE IDENTICAL FLAVOURING SUBSTANCES).",,,48,0,0,12.1,en:india,,e
8904004414509,gol kachauri,Haldiram's,"Snacks, Frozen foods, Frozen snacks and starters","TRADITI Refined Wheat Flour (Maida), Refined Palmolein Oil, Bengal Gram Flour (Besan), Refined Sugar, Cashew Nuts, Hydrogenated Vegetable Oil (Vanaspati), Red Chilli Powder, Edible Common Salt, Acidity Regulator (INS 330), Dried Mango Powder, Cumin Powder, Dried Ginger Powder, Green Chilli, Coriander Powder, Black Pepper, Cinnamon, Clove, Fennel Seed, Cardamom, Bay Leaf, Turmeric & Black Salt. Allergen: Contains Wheat & Cashews May Contains Milk, Almond, Peanut, Sesame Seed, Soy & Mustard Seed","en:gluten,en:nuts,en:peanuts,en:sesame-seeds",,490,8.77,25.94,52.7,en:india,"en:vegetarian, en:green-dot, en:green-dot-india",e
8901030820052,Junior Horlicks Chocolate flavour,Horlicks,"Beverages and beverages preparations, Beverages, en:sweetened-beverages","Maltodextrin, Milk Solids (25%), Wheat Flour (Atta), Malted Barley (Extracted Solids) (13%), Sugar,Cocoa Powder, Minerals, Natural Colour [INS 150c],Nature Identical Flavouring Substances, Vitamins, Docosahexaenoic Acid (DHA)  powder from Schizochytrium sp. (0.26%), Edible lodized Salt, Acidity Regulator (INS 501(ii)].",,,376,12,4,74,en:india,"en:vegetarian, en:green-dot-india",e
8906031311424,Rice bran oil,Lite House,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Fats,Cereals and their products,Vegetable fats,Vegetable oils,Cereal oils,Rice bran oils",,,,900,0,100,0,en:india,"en:vegetarian, en:green-dot-india",c
8906016413112,Thick Shake Chocolate Flavour,Godrej Jersey,"Beverages and beverages preparations,Beverages,Dairies,Dairy drinks,Flavoured milks,Chocolate milks","Milk solids, Sugar, Cocoa solids (1.4%), Stabilizers and Emulsifiers (INS 407, INS 412 & INS 471), Sequestrants (INS 331(iii) & INS 339(ii), lodized Salt, Nature Identical Flavouring Substanca (Chocolate)",,,109,3.2,3,17.3,en:india,"en:vegetarian, en:green-dot-india",e
8901491001120,Lays american style cream and onion,Lays,"Snacks, en:potato-crisps",No ingredients available,,,537,6.7,33.1,53,en:india,,e
8904083303077,Farm Fresh Sahi Plain Yoghurt,Milky Mist,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts",Pasteurized Toned Milk & Active Lactic Culture,,,61.8,3.5,3,5.2,en:india,"en:vegetarian, en:green-dot-india",b
0787099843700,Crunchy Granola Bar,Wingreens Harvest,Granola bars,"Rolled Oats 50%, Cane Sugar, Sunflower Oil, Dietary Fiber, Choco Chip 8%, Mixed Millet Flour 5%, Coffee Extract 0.7%,  Salt,  Soy Lecithin, Baking Soda and Natural Mixed Tocopherol",en:soybeans,,188.4,3.3,7.4,27.2,en:india,"en:vegetarian, en:green-dot-india",unknown
8901262071703,Twilight Tryst Single Origin Dark Chocolate,Amul,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar","Cocoa solids, sugar, cocoa butter, emulsifiers (322, 476), artificial flavouring substances (cocoa, vanilla).",,,554,6.2,34,55.8,en:india,"en:vegetarian, en:green-dot-india",e
8906143891647,Cold Coffee Whey Protein Isolate + Concentrate,The Whole Truth,Protein powders,"Whey protein blend 79.19 (sunflower lecithin) whey protein isolate..... 42.0% whey protein concentrate 37.1% dates..... 9.5% coffee .... 5.4% whole milk powder 5.3% bromelain 0.6% monk fruit... 0.1% So what EXACTLY is in this protein powder? Let's get into it! Sunflower lecithin + Bromelain + Monk fruit = less than 1% WHEY PROTEIN BLEND MILK DATES O COFFEE CLEANEST PROTEIN. EVER. We've partnered with Trunativ to source our whey protein from USA & Europe - from one of the largest, most credible whey manufacturers in the world. We blend this protein at an ISO, HACCP GMP and US FDA certified facility. And we test every batch for purity. We are also approved by Trustified, India's first and only 100% blind Brook Trunativ Mark of Good PROTEIN 90",,,133.5,24.8,1,6.4,en:india,,not-applicable
0690225101134,India gate basmati rice dubar,India Gate,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices,Aromatic rices,Indica rices,Long grain rices,Basmati rices",Basmati Rice,,,354,9,0.45,79,en:india,"en:vegetarian, en:green-dot-india",unknown
8901774002370,Badshah punjabi garam masala,Badshah,spices,,,,50,1,2,9,en:india,,not-applicable
8908002735321,High Protein Bread,Golden Bite,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads",,,,283.86,12.15,2.18,53.91,en:india,,c
8906010770662,Jayanti Orange,Jayanti,beverages,"PURIFIED WATER, SUGAR, CARBON DIOXIDE (E290), ACIDITY REGULATOR (E330, E331), STABILIZERS (E414, E445), AND PERMITTED CLASS II PERSERVATIVE (E211) CONTAINS PERMITTED SYNTHETIC FOOD COLOR (E110), NATURE IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES. CONTAINS NATURAL ORANGE OIL (0.0014%).",,,52.76,0,0,13.19,en:india,"en:vegetarian, en:green-dot-india",e
8908009059178,Super Multi Grain Bread - Zero Maida Bread,The Health Factory,breads,,,,123.08,6.76,0.76,22.32,en:india,"en:vegetarian, en:green-dot-india",a
8901262010344,Garlic & Herbs Buttery Spread,Amul,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Butter fat","Pasteurised Table Butter, Garlic Herbs Masala (2.5%) (Garlic Powder, Garlic flakes, Oregano leaves, Ghee) and Salt. CONTAINS PERMITTED NATURAL COLOUR [ANNATTO",en:milk,,697.6,0.5,77,0,en:india,,e
8908000097681,Healthy Breakfast Cereal,Gaia,Mueslis with fruits,"Wheat Flakes (46.69%), Rolled Oats (17.50%), Corn Flakes (11.68%), Invert Sugar Syrup (7.09%), Raisins (5.0%), Dried Fruits [Apple (2.0%) Pineapple (2.0%), Papaya (2.0%)], Strawberry Chunk (2.0%), Apricot Chunk (2.0%), Liquid Glucose, Honey, Antioxidant (INS 310). 
ALLERGEN: Contains Wheat and Oat.",,,396.48,11.52,3.52,79.68,en:india,,d
7622201150303,Shots,Cadbury,"Chocolate balls, en:chocolate-candies","Sugar, Hydrogenated Oils, Lactose-Rich Deproteinized Whey Permeate Powder, Cocoa solids, Emulsifiers (442, 476), Stabilizer (414), Maltodextrin, Glazing Agent (903), Flavours (Natural, Nature identical and Artificial (Caramel and Vanilla) Flavouring Substances), Colours (102, 133, 122, 110).","en:milk,en:sulphur-dioxide-and-sulphites",en:gluten,473,2.1,18.2,76.2,en:india,"en:vegetarian, en:green-dot-india",e
8906036674173,Nandini Creamy delight,Nandini,Juice,Low fat cream Containing milk fat 25% minimum UHT needs no refrigeration until opened.,,,246,2,25,3.3,en:india,en:no-preservatives,c
8902979051071,Rose Lassi,Cavin's,"Beverages, Dairies, Fermented foods, Fermented milk products, Dairy drinks, Fermented drinks, Fermented milk drinks","Standardized Milk Curd, Water, Sugar, Emulsifier (INS 460(i) & INS 466), Flavour (Nature Identical Flavouring Substance), Mineral & vitamin Premix(Zinc, Vitamin A & D)",,en:milk,178.5,3.7,3.7,32.6,en:india,"en:vegetarian, en:green-dot-india, en:non-vegan",e
8901491002349,Sizzlin hot nacho,10rs,"Nachos, en:corn-chips","Corn (77%), Edible Vegetable Oil (Palmolein Oil), Seasoning (Maltodextrin, &quot;Spices & Condiments, Sugar, lodized Salt, Milk Solids, Acidity Regulator (330), Cheese, Dehydrated Beetroot, Yeast Extract, Nature Identical Flavouring Substances, Anticaking Agent (551), Flavour Enhancers (627,631)), Color (124).",,,520,7.4,27.7,60.4,en:india,,e
8906099250000,Bucket Jaggery,Rampura,Jaggery,Jaggery,,,365,0.43,0,90.82,en:india,"en:vegetarian, en:green-dot-india",unknown
8901786171002,Tandoori Chicken Masala,Everest,Tandoori Chicken Masala,,,,214,9,2,40,en:india,,unknown
8901063026278,Nutri Choice Sugar Free Crackers,Britannia,"Snacks, Salty snacks, Appetizers, Crackers","REFINED WHEAT FLOUR (MAIDA) (90%), REFINED PALM&PALMOLEIN OIL, RAISING AGENTS [503(ii) & 500(ii)], IODISED SALT, MILK SOLIDS, YEAST, EMULSIFIER [322(i)], ACIDITY REGULATORS (330 & 334), NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES, DOUGH CONDITIONER (223) AND IMPROVERS [1101(i) & 1100(i)]. (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, MILK, SOYA AND SULPHITE.",,,463,10,15,72,en:india,"en:vegetarian, en:green-dot-india",d
8908014665258,French Yogurt Strawberry,Mamie Yova,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts","Pasteurized Milk, Strawberry Fruit Preparation (10%)  Strawberry Fruit, Sugar, Water, Thickner (INS 440 and 410), Acidity Regulator (INS 330), Preservative (INS 202), Sugar, Milk Solids, Stabilizers (INS 1442), Colours (INS 124,INS 133) and natural flavouring substances. Active Lactic Cultures including Ldelbrueki subsp. Bulgaricus and S. thermophilus)","en:milk,en:none",,102.7,3,3.1,15.7,en:india,"en:vegetarian, en:green-dot-india",c
8901262260152,Slim 'n' Trim,Amul,"Dairies, Milks, en:dietary-supplements",Milk,en:milk,,46,3.2,1.5,5,en:india,"en:vegetarian, en:no-preservatives, en:green-dot-india",b
8906112661790,7-in-1 Mix,True Elements,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Snacks,Fruits based foods,Dried products,Dried plant-based foods,Dried fruits,Dried mixed fruits,Mix of grains and dried fruit","Seeds (58% - Pumpkin, Watermelon, Sunflower), Flax Seeds (13%), Sesame Seeds (10%), Soynut (10%), Chia Seeds (9%), Rosemary Extract.",en:sesame-seeds,,571,28.1,39,26.8,en:india,"en:vegetarian, en:green-dot-india",c
7622210624918,Philadelphia original cheese spread,Philadelphia,"Dairies, Fermented foods, Fermented milk products, Cheeses, Fresh cheeses","_PASTEURIZED COW'S MILK_, CREAM, WHEY, SALT, THICKENER (E410), ACID (E330), LACTIC CULTURE, MINIMUM FAT IN DRY BASE 60%.",,fr:CONTAINS MILK.,67,1.6,6.1,1.4,en:india,,d
8906120100823,Farmley Cream & Onion Makhana,Farmley,"Makhana,snacks",,,,470,7.8,21,62,en:india,"en:vegetarian, en:green-dot-india",c
8901042954677,Badam drink mix,MTR,Almond-based drinks,No ingredients available,,,382.4,4.8,4.8,80,en:india,,e
8904063255518,Whoopies,Haldiram's,"Chips and fries,cheese bala","Corn Meal, Edible Vegetable Oil ( Palmolein Oil ), Cheese Powder (3%), Sugar Powder, Maltodextrin Edible Common Salt, Spices and Condiments, Lactose, Hydrolysed Vegetable Protein Acidity Regulator (INS 330, INS 270). CONTAINS ADDED FLAVOUR (NATURAL & NATURE FLAVOURING SUBSTANCES).",,"en:soybeans,en:Milk Solids",513,4,29,59,en:india,"en:vegetarian, en:green-dot-india",e
8903553601613,Pickel,RAM BANDHU,"Plant-based foods and beverages,Plant-based foods,Pickles","Green mangoes, edible common salt, edible rice bran oil, mustard chilli powder, fenugreek , turmeric powder, acidity regulator, compounded Asafoetida, preservative",,,200,3.39,11.3,21.3,en:india,,e
8906002006076,Dr Oetker Funfoods Peanut Butter Creamy,"Dr Oetker,Funfoods","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters","Roasted  Peanuts (91%), Sugar, Edible Vegetable Fat(Soyabean),Iodised Salt",en:nuts,,641.5,26.3,51,19.3,en:india,,d
8901262260947,Buffalo Milk A2,Amul,"milk,Milk products",Milk,,,91,3.2,6.5,5,en:india,"en:vegetarian, en:green-dot-india",d
8908005072690,Chia Seeds,Delight nuts,Chia seeds,Raw Chia Seeds,,,519,23.23,31.87,34.9,en:india,en:haccp,a
8901058005905,KitKat Dark Chocolate Coated Wafer,Nestle,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Biscuits and cakes, Chocolate candies, Biscuits, Bonbons, Chocolate biscuits, Wafers, Stuffed wafers, Chocolate confectioneries filled with wafer, Chocolate stuffed wafers, en:chocolates","Dark Chocolate (76.2%) (Sugar, Cocoa solids (28.2%), Cocoa butter (8%), Emulsifier (Soya lecithin), Nature-Identical Flavouring Substance and lodised salt) and Wafer (Sugar, Hydrogenated vegetable fats, Refined Wheat flour (Maida), Cocoa solids (1.2%), Milk solids, Fractionated vegetable fat, Raising agent (500(ii)), Yeast, Emulsifier (Soya lecithin), lodised salt, Flour treatment agent (516), Artificial (Vanilla) flavouring substance and Nature-Identical flavouring substance). Contains Wheat, Milk, Sesame and Soy. May contains Nut.",,,390,3.9,22.5,45.5,en:india,,e
0941458000702,Munch,Nestle,Chocolate stuffed wafers,"Confed Wafer Sugar, Refined Wheat flour (Maida), Hydrogenated vegetable fat, Fractionated vegetable fat, Milk solids, Cocoa solids (3.9%), Emulsifier (Soya lecithin), Raising agent (500) Yeast, lodised salt, Flour treatment agent (516) and Artificial (Vanilla) flavouring substance. Contains Wheat, Sesame, Milk and Soy. May Contains Nut.",,,435,6,23.4,50,en:india,,e
8901058008234,Chicken Noodles,Maggi,"Plant-based foods and beverages, Plant-based foods, Pastas, Noodles, en:instant-noodles","Noodles:

Refined wheat flour (Maida)
Alm oil
Iodized salt
Wheat gluten
Thickeners (508 & 412)
Acidity regulators (501(i) & 500(i))
Humectant (451(i))
Chicken Tastemaker:

Mixed spices (22%) (Dehydrated onion, Dried garlic, Red chilli powder, Black pepper powder, Capsicum extract, Turmeric powder, Nutmeg powder, Coriander extract, Cumin extract)
Sugar
Refined wheat flour (Maida)
Iodized salt
Starch
Chicken meat (5.7%)
Palm oil
Thickener (508)
Chicken fat (2.3%)
Natural Flavour
Flavour enhancer (635)
Nature identical flavouring substance
Acidity regulator (330)
Colour (150d)
Dehydrated kasuri methi leaves
Onion
Wheat gluten
Dehydrated bread",en:gluten,,402,0,11.8,66.1,en:india,,unknown
8901246005373,TOMATO KETCHUP CLASSIC BLEND,Del Monte,"Condiments, Sauces, Tomato sauces, Ketchup",,,,108,0,0,27,en:india,"en:vegetarian, en:green-dot-india",d
8906143890473,The Whole Truth 71% Dark Chocolate,The Whole Truth,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,No Added Flavour,No Added Sugar,No Erythritol,No Maltitol,No Preservatives,No Stevia","cocoa(cocoa nibs (51%), cocoa butter (20%)), date powder(29%)",,,596.6,8.1,44.8,40.2,en:india,"en:vegetarian, en:no-preservatives, en:green-dot-india, en:no-added-sugar",d
8904132949676,Campa Cola,Campa,Beverages,No ingredients available,,,42,0,0,10.6,en:india,,unknown
8901058901559,Maggi 2-Minute Noodles,"Nestlé, Maggi","Noodles,Instant noodles","Noodles: Refined wheat flour (Maida), Palm oil, lodised salt, Wheat gluten, Thickeners (508 & 412), Acidity regulators (501(i) & 500 (i)) and Humectant (451(i)). Masala *Tastemaker: Mixed spices (25.6%) (Onion powder, Coriander powder, Turmeric powder, Red chilli powder, Garlic powder, Cumin powder, Aniseed powder, Ginger powder, Fenugreek powder, Black pepper powder, Clove powder, Green cardamom powder & Nutmeg powder), Refined wheat flour (Maida), Hydrolysed groundnut protein, Sugar, Palm oil, lodised salt, Starch, Thickener (508), Flavour enhancer (635), Toasted onion flakes, Acidity regulator (330), Mineral, Colour (150d) and Wheat gluten. Contain Wheat and Nut May contains Milk, Mustard, Oats and Soy.",,,389,8.2,13.5,59.6,"en:bhutan, en:canada, en:india, en:nepal",,unknown
8906009532981,RiteBite Nutrition Bar Nuts & Seeds,RiteBite,"Dietary supplements,Bodybuilding supplements,Energy bars","Nuts & Seeds Blend (34%) (Almond (7%) Cashew Nuts (3%), Watermelon Seeds (10%),  Pumpkin Seeds (8%), Amaranth Seeds, Flaxseeds, Sesame Seeds, Chia Seeds), Cereals (20%) (Whole Grain Rolled Oats (11%), Brown Rice Crispy, Quinoa Crispy, Malitol, Dietary Fiber (10%)(Fructooligosacharide, Chicory Fiber Fiber, Oat Fiber), Black Currants, Edible Vegtable Oil (Hydrogenated) (High Oleic Sunflower Oil), Humectant (Glycerine), Cranberries, Emulsifier (Soy Lecithin), Binding Agent (Guar Gum), Tribasic Calcium Phosphate, Cinnamon Powder, Nutmeg Oleoresins, Salt And Citric Acid, Antioxidant (Vitamin C), Vitamin A, C, E. Contains Added Flavors (Natural And Nature Identical Flavor(S) (Vanilla & Almond Flavour)",,,110,4.2,3.9,20.8,en:india,"en:vegetarian, en:no-preservatives, en:green-dot-india",a
8906039953077,dclainlol,dclainlol,"Snacks, Sweet snacks, Confectioneries, Candies, Lollipops, en:chocolates",No ingredients available,,,124,0,17.2,78.2,en:india,,e
8901719131141,Parle 20-20 Cashew Cookies,Parle,Biscuits,No ingredients available,,,495,7,21.2,69.1,en:india,,e
8901648014843,Fruit Yoghurt Mango,Mother Diary,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, en:fruit-yogurts","Milk, Sugar (12%), Milk Solids, Mango Pulp-4%, Active Lactic Culture Thickening Agent TINS 1442), Dried Citrus Pulp, Nature-Identical Flavouring Substances and Synthetic Food Colours (INS 102 & INS 118)",,,132,4.1,4.6,18.5,en:india,"en:vegetarian, en:green-dot-india",c
8901648923138,Mother Dairy Super-T Milk,Mother Dairy,Milks,,,,59,3.1,3.1,4.8,en:india,,c
8906048501672,Protinex,Danone,"Dietary supplements,Bodybuilding supplements,Protein powders","SKIMMED MILK POWDER, MALTODEXTRIN, SOY PROTEIN ISOLATE, MINERALS (DI CALCIUM PHOSPHATE, FERRIC PYROPHOSPHATE, ZINC SULPHATE, POTASSIUM IODIDE), NATURE IDENTICAL FLAVOURING SUBSTANCES, STABILIZER (GUAR GUM), VITAMINS (CHOLINE BITARTRATE, ASCORBIC ACID, DL-ALPHA TOCOPHERYL ACETATE, NICOTINAMIDE, RETINYL ACETATE, ERGOCALCIFEROL, THIAMINE HYDROCHLORIDE, CALCIUM PANTOTHENATE, RIBOFLAVIN, PYRIDOXINE HYDROCHLORIDE, FOLIC ACID, D-BIOTIN), SWEETENER (SUCRALOSE)","en:milk,en:soybeans",,370,34,1.3,55,en:india,,d
8901725015879,Dark Fantasy Choco Fills,Sunfeast,Biscuit (cookie) snack w chocolate filling,"CHOCO CRÈME (40%) {SUGAR, REFINED PALMOLEIN, REFINED PALM OIL, COCOA SOLIDS, NATURE IDENTICAL FLAVOURING SUBSTANCES (CHOCOLATE) AND ARTIFICIAL FLAVOURING SUBSTANCES (VANILLA)}, REFINED WHEAT FLOUR (MAIDA), HYDROGENATED VEGETABLE OILS, SUGAR, INVERT SYRUP, LIQUID GLUCOSE, RAISING AGENTS [INS 503(ii), INS 500(ii), INS 450(i)], COCOA SOLIDS (0.7%), BUTTER, MILK SOLIDS, IODIZED SALT, *NATURE IDENTICAL FLAVOURING SUBSTANCES (MILK CHOCOLATE), COLOURS (INS 150c, INS 150d), EMULSIFIERS [LECITHIN (FROM SOYABEAN), MONO - AND DI-GLYCERIDES OF FATTY ACIDS (FROM PALM OIL)] AND ARTIFICIAL FLAVOURING SUBSTANCES (MILK, VANILLA). CONTAINS WHEAT, MILK, SOY. MAY CONTAIN NUT, SULPHITE.",,,513,5.3,26.5,64.3,en:india,,e
7622201822163,Dairy milk,Cadbury,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, en:milk-chocolates","Sugar, Milk Solids (23%*), Cocoa Butter, Cocoa Solids, Emulsifiers (442, 476), Flavouring Substances (Natural, Nature Identical and Artificial (Vanilla)). 

Allergen Information: Contains Milk. May Contain Tree Nuts, Wheat, Barley and Soy.",,,532,7.8,29.2,60.4,en:india,"en:contains-milk, en:pure-cocoa-butter",e
8908022617218,crispy diet chidwa,annapurna swadisht,"namkeen,chidwa","FLAKED RICE, BENGAL GRAM, EDIBLE VEGETABLE OIL (PALM), PEANUT, SKIM MILK POWDER, IODISED SALT, SUGAR, BLACK SALT.",,,357,8,33,52,en:india,,e
8906062262146,Cold Milled Low Carb Flour(Keto),Jiwa,Flours,"Almond Flour, Coconut flour and Buckwheat Flour, Jackfruit Flour, Psyllium Powder, Guar Gum & Salt",en:nuts,,456.4,18.24,32.04,33.18,en:india,en:no-gluten,unknown
8904226500523,Dried Cranberries,Healthfull,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Dried products, Dried plant-based foods, Dried fruits, Dried cranberries","Cranberries
Sugar
Refined sunflower oil",,,338.53,0.75,0.69,82.33,en:india,,unknown
8902080002290,7up,PepsiCo,"Beverages, Carbonated drinks, Waters, Artificially sweetened beverages, Sodas, Carbonated waters","Carbonated Water, Acidity Regulators, Flavour (Natural Flavouring Substances), Sweeteners, Preservatives, non-caloric sweeteners, mixture of aspartame,sucralose and acesulfame potassium",,,1.2,0,0,0,en:india,"en:green-dot, en:carbonated-water",c
8906010851521,winner sweetened cocoa mix,campco,"Beverages and beverages preparations,Beverages,Cocoa powder for beverages with sugar","SUGAR, COCOA SOLIDS, DEXTROSE MONO HYDRATE, SALT, VITAMIN C NS 300) AND EMULSIFIER-SOYA LECITHIN [INS 322], ADDED FLAVOUR-ARTIFICIAL VANILLA FLAVOURING SUBSTANCE CONTAINS SOY",,,395,4.3,3.9,89,en:india,"en:vegetarian, en:green-dot-india",unknown
8903363008435,Yellow Chana,DMart Premia,Pulses,"Roasted Gram, Edible Common Salt & Turmeric",,,419.26,16.29,7.26,72.19,en:india,"en:vegetarian, en:green-dot-india",b
10822926,Skyr High Protein Plain Yoghurt,Milky Mist,en:yogurts,,,,95,11,1.5,9.5,en:india,,a
0716270001660,Ginger Crystallized In Dark Chocolate,Chocolove,"Plant-based foods and beverages, Plant-based foods, Snacks, Condiments, Fruits and vegetables based foods, Sweet snacks, Cocoa and its products, Confectioneries, Fruits based foods, Chocolate candies, Spices, Ginger, Candied fruits, Crystallized ginger, Groceries","dark chocolate (cocoa liquor*, sugar, cocoa butter*, soy lecithin, vanilla), crystallized ginger (ginger, sugar)",en:soybeans,,500,6.67,33.33,53.33,"en:india, en:united-states, en:world","en:no-gmos, en:non-gmo-project, en:rainforest-alliance",not-applicable
8904132948198,Campa Lemon,"Campa Cola,Reliance Industries",Lemon soft drinks,"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331) PRESERVATIVE (211), NATURE IDENTICAL FLAVOURING SUBSTANCES",,,46,0,0,11.5,en:india,,e
8904083301455,Toned Milk,Milky Mist,"Dairies, Milks, Pasteurised milks",Milk & Milk Solids,,,59,3,3,5,en:india,"en:vegetarian, en:green-dot-india",c
8901725013660,bingo mad angles,ITC Limited,"Corn chips,triangular-shaped","RICE GRITS, SEASONING {REFINED PALMOLEIN, SUGAR, 'SPICES AND CONDIMENTS, IODIZED SALT, NATURE IDENTICAL FLAVOURING SUBSTANCES, HYDROLYZED VEGETABLE PROTEIN AND NATURAL FLAVOURS AND NATURAL FLAVOURING SUBSTANCES), REFINED PALMOLEIN, DEGERMED CORN GRITS AND BENGAL GRAM GRITS. *USED AS FLAVOURING AGENTS. CONTAINS SOY. MAY CONTAIN MILK, WHEAT.",,,526,5.6,29.5,61.2,en:india,,e
8906143041448,Yu High Protein Whole Wheat Noodles,Yu,"Plant-based foods and beverages,Plant-based foods,Pastas,Noodles","Whole Wheat Flour (65%), Soybean Flour (35%), Water",en:gluten,,376,21.1,4.8,62,en:india,"en:vegetarian, en:green-dot-india",a
8906080600357,paper boat orange pch,Paper Boat,"Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages","WATER, SUGAR, ORANGE JUICE CONCENTRATE#, ACIDITY REGULATOR (TRISODIUM CITRATE AND CITRIC ACID), FLAVOURS (NATURE-IDENTICAL AND NATURAL), STABILIZERS (CAROB BEAN GUM AND CARRAGEENAN), ANTIOXIDANT (ASCORBIC ACID) AND VITAMIN D2 (ERGOCALCIFEROL). #RECONSTITUTED 20% ORANGE JUICE",,,60,0,0,15,en:india,"en:vegetarian, en:green-dot-india",e
0712179202535,Roasted Makhana Mint,Granos,Makhana,"Popped Lotus Seeds (72%), Olive Oil, Spices (Turmeric, Red Chilli, Black Pepper, Garlic, Raw Mango, Onion Powder, Cumin, Lemon Extract), Maltodextrin, Salt, Sugar, Yeast Extract, Acidity Regulator (E330)",,,480,8,20,67,en:india,"en:no-gluten, en:vegetarian, en:green-dot-india, en:no-trans-fat",unknown
8904258700540,alphonso mango juice,Raw Pressery,"Mango juice, en:fruit-juices","ALPHONSO MANGO PULP (51%), WATER, FRUCTOSE, ANTIOXIDANTS [(VITAMIN C-INS 300), INS 224]",,,41.7,0.45,0,10.43,en:india,"en:vegetarian, en:green-dot-india",c
8901063028227,Britannia nice time (8),Britannia,Buscuit,No ingredients available,,,463,6,15,76,en:india,,e
